text,true_star,pred_star,absolute_error
"Food decent. Not as much of family feel as was before. Have spent thousands over the years. Even had event there. When used pre-pay order online for 55.00 order today, hostess told me I owed $1.00 for extra masago. Miss the old crew.",4,1,3
I just realized this place closed down. What a shame! I haven't had cereal since. :-(,4,1,3
"Sooooooooo ghetto. It really annoys me to call this place. ""Oh ARD, ya order be $17.50"" But don't let that ruin your Pizza Hut experience. The food takes about an hour to come via delivery, and they--for the most part--get your order right. Although your pizza may be a little cold when it comes. I always get a little craving for the breadsticks, and so does my friend, which is why I patronize this place every month They serve the Oak Lanes and Germantown, which is why the orders take forever to come.",4,1,3
"Recommend the Spaghetti Aglio e Olio.........on the bland side but once you add salt and grated cheese to your liking, phenomenal! And, the spaghetti is always done perfectly al dente. Shrimp Parmiagiana.........you can smell the wine in the sauce..........great! Did NOT like the baked ziti......ricotta cheese mixed throughout and it looked like a big old mess.........not tasty either. Did not like their roasted pepper appetizer..........it would be a lot better if it were not SO DARN SALTY!!!!!!!!! Also don't like the fact that this place does not offer any salad dressing............you are stuck with plain old vinegar and olive oil. The bread, however, is FABULOUS!!!!!!!!!!!",4,1,3
The spicy sausage pizza was off the charts! I only wish I would have dined in as it was cold by the time I got all the way back to The Marriott. They need to invest in larger to go cups.,4,1,3
"Whiskey-filled, with equal parts craft and cheap beer and women dancing on platforms, you want your life to be Trestle Inn. Trestle carves their niche as a literally stripped down resurrection of the former J&J Trestle Inn, which did the lord's work by serving such delicacies as the Fat P***y cocktail and posted signs to proffer you need not bring in your weapons. Raw, unadorned walls give the impression Bubbles from The Wire used to hole up here for several heroin-fueled days at a time. Personified, this place is the Black Keys before people like me heard of them. Maybe better yet, Trestle is a mostly recovered meth head. You still wouldn't lend them money. The crack head chic decor is spread across two rooms. In one you'll move to beats that haven't been touched by Diddy, Flo Rida, or anyone interviewed by Ryan Seacrest. In the other you'll sit and drink up the courage to dance with someone on that elusive other side. In both you'll stare at go-go dancers tastefully shaking that ass. Tip 'em if you do. The beer list is strong, but it's strong every where in Philadelphia. Drink whiskey here. If you're not drinking a whiskey sour ($8), that's fine, but you're missing out on the camaraderie. Bucking its role as the wife beater of drinks, there's almost a working class hero feel to the way they do it justice. The acidity is mellowed by the frothy egg white, which lays on top like a blanket of snow on a double wide trailer, making the inherent sour bite more fetish nibble than vampire wound that store-bought mixes lay on you. It's suspiciously refreshing for a whiskey drink. And, because your friend will ask, the bird isn't real.",5,2,3
"Service was great, escargot and dessert were excellent. Salad poor. Champagne by the glass at $25 was rip off and sneaky.",2,5,3
"Last time here was 5 years ago . The volume of steak they give you is plentiful for 2 steak sandwiches at other places . The pierces of steak meat was moist with a good amount of chew . Sesame roll makes this cheesesteak stands out from the rest , not to soft and not to chewy. Steak is cook when order and not sitting pile up staying warm waiting for customer to order . Differently top 5 cheesesteak in Philly .",4,1,3
"BAD AÇAÍ BOWL: I like the restaurant usually, but I did not like my experience with the açaí bowl. It was literally like a millimeter or açaí and was I completely still hungry. Luckily my friends are skinny, so I got to have the bread of their sandwiches. It was unacceptable for an entre. Disappointed",4,1,3
"Sometimes I like to take friends and family who have never been and get one from Pat's and one from here and see which they like best. It's fun, just don't forget and take a steak over to the other area, you'll get boo'd out of the place!",2,5,3
Princess and I went here and had olive plate and bone marro plate as appetizers and then we had the skirt steak and the octopus plates ... Nothing was left uneaten ...,4,1,3
"Considering the decor and cuisine, it's good value for your money. And the staff aren't annoyingly stuck up, so that's even better. Basically, it's a trendy restaurant serving interesting cuisine without the attitude.",5,2,3
Mad River would be my idea of hell if hell had a bar in it (which it probably does and Satan only serves Bud Light and shots of Jager). Components to a hellish bar: 1) Scantily clad Old city hos and playas grinding on the dance floor 2) Pop music from the 80s and 90s 3) Overpriced and very crappy beer 4) Obnoxious dudes who think buying a drink for a girl equals getting some 5) An address in Old City The only reason I even went is because one of my girls knew the bartender and we were drinking free Jameson. I don't think I'd go back even for more free whiskey. Well maybe.,1,4,3
Came to Philly and can't leave without trying a Philly cheesesteak sandwich. Read the reviews for Cleaver and I was disappointed with the food. I was wondering what happen to the cheese..can't have a philly cheeseSteak without the cheese. Now I have to look for another spot to satisfied the craving.,2,5,3
"The service is great. The food is good, except for the French fries. They are really bad. They were literally the worst I've had- almost none of them were longer then 2 inches, most were one inch. I actually had to laugh when I saw them. And they didn't make up for their appearance in taste. I would never order them again - instead I would swap them out for the homemade tater tots (as my friend had - and they were really good).",4,1,3
"I'm all about finding new places for quizzo, so I came here for that specific reason - for the 9pm quizzo. I got there at like 8:58 and the hostess said all the tables were full and she suggested we might as well leave because everyone was there for quizzo. I wasn't about to leave so I asked if it's cool if we go to the bar. She seemed puzzled that anyone would ever want to do that, and I was puzzled that a hostess would ever suggest customers leave. Anyway, the bar's good, they have a lot of different beer, and when I knocked over my friend's beer (I hadn't even started drinking yet) the bartender kindly replaced his beer. The quizzo was really cool. They put the questions up on the TV so if you can't hear well, or if English isn't your first language (or both), you can just read the question at your own pace. The questions weren't impossible, so that's nice too!",4,1,3
"The service, including the hostess, was great all around. A lot of restaurants ask you how you would like your burger cooked and then bring it to you medium-well, regardless of what you asked for. That is not the case a Con Murphy's. The burger was cooked perfectly. Just as importantly, the bacon on the burger was cooked perfectly. The fries were great. If there was some malt vinegar aioli on the side, it would have made my afternoon. However, I was left with just ketchup, horrible, disgusting ketchup. Don't get me wrong, I love ketchup. I'm not picky either, Heinz, Huntz, Del Monte, grocery store, whatever. I just do not ever want that nasty generic restaurant bulk ketchup that tastes like a mix of random chemicals. I'll never understand why restaurants take such pride in making great food and then put something so awful next to it. I guess most chef's are just anti-ketchup and put whatever cheap crap they can out for the stupid customers that always ask for it.",4,1,3
"A stupid ex-bf introduced me to David's many moons ago, and even though I have many horrible memories of going there with his Chinese family, I somehow manage to stow away those memories deep into the depths of my brain, and head to David's for my usual dishes of salt & pepper squid, beef chow fun, and dumplings with the ridiculous ginger scallion sauce. That ginger scallion sauce is magic: it heals all wounds AND makes the stomach very, very happy.",4,1,3
"The Bartender Brian was a complete sweetheart! He made sure to engage in a conversation with my friend and I. We weren't sure what to drink and he made great suggestions. Our drink was delicious. But Brian was the only one attending to us and other customers. He was running around back and forth attending everyone while I overheard that the manager was outside. When he asked for help (twice) the response was ""help with what"" and ""can you do it"" instead of ""I'll be right with you"". He had so many things on his plate while the manager sat outside with friends. I found it completely unprofessional and unthoughtful. Brian was great and if it wasn't for him I don't know if my experience would've been the same.",4,1,3
"Went here Friday night with a group of 5 to celebrate a birthday. We had high expectations for this place because it came highly recommended and because the reviews were amazing. We were all SO disappointed with the food. I will say that their bartenders make amazing drinks, we got an off the menu mango mojito which was exceptional. Got the: Lechon Asado Vaca Frita Chicken imperial Arroz Pegao Pineapple guacamole The guacamole and the drinks were about the only good things that came out of this. I personally ate the arroz pegao and it tasted like the rice was soaked in oil for about 30 mins before being served. I also tried some of the chicken and it was dry as a bone and tasted like 3 week old meat. This was probably one of the most disappointing meals i've had in Philly. The food is just sub-par and more for show than anything else.",2,5,3
"Order the Tasting menu, food & wine, & bring your appetite! From the Green Beans to the Paella, this place gets it right. The one thing that they need to improve is a better explanation on the paired wine. The waiter just poured, told us the name, & walked away. Other than that the food rocked!",4,1,3
"I love honeygrow don't get me wrong, but there is definitely room for improvement at this location. The food has been consistently good so they definitely have the kitchen system down when it comes to making correct orders! The lunch rush is hectic and I totally sympathize but they seem to be making it harder on themselves. For starters, the music is so ridiculously loud that you can not hear your number from any table or even standing by the drinks area. With 10-15 people waiting for food its not like you can guess when your order will be ready. Recently I ended up waiting an extra 10 minutes because I didn't hear my number and it was never repeated. Once I heard numbers 5 above my order number I decided to investigate and found my order sitting there on the counter. Just be prepared to wait, and fight a crowd to try to see if your order is getting cold on the counter. **Apparently they do have a screen but this was my first visit so I had no clue and since you use a computer to order, no one directs you to look at the screen.",4,1,3
"Where Philly gets real. The only question is, how real do you want it ...",2,5,3
"Looks like an everyday normal diner from the outside, but food is actually higher quality than what you would think this diner would offer. Friendly servers, not-watered down coffee, and clean plates.",4,1,3
"When I actually lived in Philly, I never ate at Marathon Grill. I must have been smarter back then. Or maybe it was just because I had my own kitchen. As an out-of-town visitor, I've tried it twice (10th and Walnut and the Chestnut St location), both times on a weekday morning on my way out of town. Both times the food hasn't lived up to the menu and has left me with regrets. On the most recent visit, which, I swear, will be the last, my croque monsieur was cold and my coffee sat empty. But in both cases, I have to admit, the restaurant provided a nice, nearby, Center City brunchy-breakfast destination that got me on my way in good time. But convenience isn't all that yummy.",2,5,3
"I love a great Philly cheese steak. Not a fan of this one. Not the proper cheese steak roll. If your from Philadelphia you know it's all about the roll. And forget the cheese sauce, awful. May be ok if ordered with provolone. Best bet just get the fries, they are good dipped in ketchup. Service was good and speedy just what you need in an airport.",2,5,3
I've been going to this place for over ten years. The owner is so sweet. It's always packed!!! We have waited for a while on the ramp with no one saying anything. We had a reservation and still waited thirty minutes. The service can be a bit slow sometimes that is why I took a star off. They should have someone to regularly come by and fill waters and tea. Food is consistent and yummy! I never leave here hungry that's for sure!,4,1,3
"Reviewer ""Elite 10"" must have been at a different place. For him to describe this steak as dry, just confused me. Nothing could be farther from the truth. Juicy steak, Provlone, and what tastes like ""right out of the oven"" bread add up to a good reason to gain ten pounds. It's just delicious.",5,2,3
"I will not eat pound cake from anywhere else, ever. Wish it was in a better area but well worth the drive!",4,1,3
"Uh oh, Nom Nom you have a death wish if you think you're going to sustain yourself with these astronomical prices. Remember you're in a food court in West Philly, not a boutique in upper east side. $14 for a bowl of what is, by Japanese tradition, a cheap and easy food is a slap in the face.",2,5,3
"Adore the sushi here! Been going to them before the name change and has eaten there after the ownership changed, same quality of food. Have not been disappointed",4,1,3
"Just about edible. I live in Philly and am born and raised and I have had a better steak sandwich in a neighborhood place which doesn't claim to be the ""best"".",2,5,3
"Where is the chef? In the basement??? Yes, I am a sushi snob. Would love to see the chef out in front.",2,5,3
"My friends and I posted up for a few hours yesterday very excited to check out the post. We were celebrating after finishing final exams for our graduate program. We had a lovely time, enjoyed the food, and had great beer throughout the afternoon and evening. Our bartender was lovely. However, I was very, very disappointed by how the manager (not going to state his name although definitely should) treated a confusion regarding a friend swinging back through with her service dog. He was inappropriate, unkind, and treated OTHER patrons to a drink for the inconvenience of his reaction rather than dealing with improving his customer service with us. I will be back, but am very disappointed that patrons who spent $150+ would not receive some kind of apology for such treatment. Other patrons commented on how rude he was to us.",4,1,3
Open 24h. Get the creamed chipped beef with two dippy eggs (only after midnight). Waitress was very charming,4,1,3
"I've been here a few times to get coffee to go - and here for hours doing work. hand poured coffee - wow. its so good!! why can't my bodum coffee taste like this? cucumber water - self serve. free. i like. wifi - free. i like. the smell - does not smell like burnt coffee/strong coffee like many coffee houses do. it smells quite pleasant actually!! sandwich - i don't like. i got the fig/apple on baguette. i've never received a $7 sandwich so tiny. length - 4 inches. i was wondering where the other half was. did they run low on bread? it left me still hungry and wanting more to eat. tiniest sandwich ever. there's bar seating w/ outlets below, a few small tables, then 2 big worktables w/ benches. it got pretty crowded one monday morning. i will def be back for the coffee, free wifi and cucumber water - but not the sandwiches!",4,1,3
"I fall in love with this place at first sight. The food was good, the service great, and even the bathroom was wonderful. This small restaurant feels very authentic and make you think as if you are in Mexico. They are not to eager to provide the free item listed on the Yelp coupon plus no credit or debit payment, which is why they get 2 instead of 5 stars.",2,5,3
"Stayed here during our first trip to Philly and this hotel is definitely all about location. To, literally, everything! While it's clean, gigantic, up-to-date, and the staff was extremely friendly, it lost one star for one thing: on our first night we asked the front desk for wine glasses and were told they'd be sent right-up--three calls, no apologies, and over an hour later, the glasses finally arrived. Why not let us grab the glasses from the bar downstairs (10 steps away) when we were initially requesting them if that was going to be such a hassle?",4,1,3
"Food and beer was great. Our server Justin was great. Management however was terrible. We noticed quite a few times that while the servers were running around and working hard, the manager was on his phone. I work at a restaurant and have management that is always helpful on the floor. When the restaurant is busy, it should be management's responsibility to support the staff, especially during such tough times in the service industry. And that was not the case here.",4,1,3
"Pho ga or chicken pho. What about it? It's authentic here. It should have a light color, the pilsner to the bock of pho bo. It should taste of the lighter coriander instead of anise and clove. It comes with chopped chicken with the bone, a by product of making the stock with only whole stewing hens. The chicken meat robust and slightly chewy. If your Pho shop doesn't meet the required needs above for Pho gà, what other items might not be authentic?",4,1,3
"The guy at the front desk was horrible and not friendly whatsoever, extremely rude. The asian guy (I think his name is Daniel) who was actually with us during axe throwing was awesome and the 4 stars are for him and his service. This place needs more employees like him that actually make the experience a good time rather than having the monotone, rude, probably high dude in the front. Will probably be back once restrictions aren't as limited, it was hot in there and the bar was closed.",4,1,3
"Pigeons won't starve for food, but patrons will starve for attention and hospitality at this establishment. What a shame too. The food was good. I had the warm lentils over greens with a think slice of rye bread and poached eggs done to perfection. The pastries looked delicious. The setting that included tables as well as countertop dining was right up my alley. And the one, drip coffee option was a smooth medium roast that did not disappoint. But the staff left me and my guest feeling less them welcomed and no desire to return.",2,5,3
"Noodle, they are industrialized Noodle and not a daily made product. Egg, it's like the best soft boiled since yolk is half harden. Broth, not flavorful for ramen Broth and no mixing whatsoever. Can't believe this is second chain already in Philly. Don't recommend foodie to go. Time to level up ramen choice if you want something better.",2,5,3
"I came down specially to eat here from Bucks County. I've eaten there before love it ..order drinks at the bar. My craft beer came out perfect The margaritas were 5% tequila and 95% lime juice . The cocktail was Undrinkable... left and went somewhere else, had a great time!",2,5,3
"This Applebee's is so convenient right at Henry and ridge ave. All Applebee's taste the same, but this one has a very friendly staff and the restaurant is generally clean",4,1,3
"I ordered GrubHub at approximately 11:30 pm and received my food at 12:30 am. I ordered Crab Rangoon (delicious), KimChi (could have been bigger for the price-was served in a half-pint container for $4), Vegetable and Bean curd soup-pint (delicious), and Ma Po Tofu, also delicious. I read previous reviews before ordering this food, and am a regular when it comes to eating Asian food throughout the city... and I check Yelp a lot before I go somewhere. Just like Henry P. said.. I'm glad I didn't listen to the Yelp users that only use Yelp to review businesses on a negative level-you know, the ones who expect to be treated like they're eating at a five star restaurant and expect to get that tier of food delivered and pay $12 to do so. Wake up. Delivery came on time, and the price was right. I'll order again.",4,1,3
"HUGE slices of pizza and it doesn't taste like a rubber. If you haven't had a slice of pizza that takes up the entire pizza box, then you have to stop by here. Definitely a good way to soak up all that alcohol after a night out on South Street or wherever you have gotten your fix!",4,1,3
If you're looking for a good quality cheese steak it's at Sonny's! Good service and not expensive at all!,5,2,3
I can remember when Joey experimented with the cheap cheese cr*ps uses across the street. I said to Joey I'd gladly pay more for kraft cheese. The comment was dismissed so I decided no more Wizz and after 1 year of no Wizz fries kraft was back. Now Geno I beg you please stop serving that meat. Go over to Joe's aka (chinks) and taste the product. It is by far the best cheesesteak I've had to date. Make geno's what it once was the best cheesesteak in Philly,2,5,3
This is a pizza landmark on Frankford Ave for many many years.....nothing has changed.......they are probably the oldest business on that part of the ave.......same owner.....same recipe. ....that tells you something.....,4,1,3
"I didn't really know it was a British gastropub. A friend invited me for lunch. I climbed many stairs. I ordered an iced tea with simple syrup. It was so bitter. I sent it back and ordered a watery glass of Rose, there was only one choice. I had the house salad, swimming in a lemony dressing. Had to ask for bread, salt. Service was accommodating, generally. I was happy to see my friend & wI'll not bother to return to Dandelion.",1,4,3
"Great spot to people watch and enjoy a bottle of wine and maybe and appetizer but if you are hungry and looking for an authentic French Bistro.... Go somewhere else. I have given this place 4 chances for the kitchen to impress me and it's been a disappointment every time. The food lacks flavor! I have tried, Steak, Sandwiches, Salads, and Fish and everything seemed to be very bland. I will give the escargot a 10 but 9.5 points of that score comes from the massive amount of butter used in the sauce. Anything floating in butter is delicious! I believe this is my least favorite Steven Starr production. The service is always friendly and professional..",2,5,3
"Like Wawa, but with much better food and an ATM that costs money. Just had a vegetarian chicken hoagie from Palm Tree Market and it was way good.",5,2,3
this gearo's closed...they only have the one on welsh road. welsh road one isn't doing so well either,4,1,3
"this place is oozing history, from the rat pack to joe dimaggio and including but not limited to guests such as, lillian russell, bob hope and richard nixon they have all came and left their mark. It hosted presidents, local politicians, countless international dignitaries and celebrities. In the 1950s and 1960s, devotees of its famous five-pound lobsters included elizabeth taylor and many many others. In later years, bookbinder's continued to attract a celebrated following including david bowie, madonna, and muhammad ali. bookbinders is a philadelphia landmark, that i basically never go to. so uhm yea.",4,1,3
The jerk wings/sauce and chicken foot soup are great when they have it. They never keep it regularly.,2,5,3
"I bought a $50 groupon for Kokopelli on a friend's recommendation and was anxious to try it out. My boyfriend and I went there on Saturday night before a concert and ordered 5 plates between the two of us. Honestly, nothing was good. And a few things were really bad. The bison sliders were inedible. The shrimp wasn't far behind...and I LOVE food and usually can find positives at most places. The atmosphere is nice, waitress was very pleasant...but they really need to step up their kitchen or they will be out of business quite soon with all the amazing other options available to us in this amazing food-filled city.",2,5,3
"Two things: We love Tim. Tim is the best bartender. We met Tim when he was just a server, then a bar back, and now he's our favorite bartender. Give him a raise. But....the bald guy! He's the worst. He's got a smug attitude and his customer service sucks. One time when serving us, his reply to how he was doing was, ""You know, I'm at work."" Hmm... get a new job then. Tonight, while sitting at the bar I heard him say ""cheap asses"" as he looked at the tip that was left him on a tab. It's probably cause you're not a personable guy!",4,1,3
"My husband and I were serviced 12-27-15. Our sever (Edward M), appeared to be overwhelmed with his tables he was responsible for. He served the table on my right and left, but didn't acknowledge us right away. Five minutes later, he asked us for a drink order. We ordered. My Husband also mentioned, we didn't have saucers for our loaf of bread. He came back with 2 saucers to accommodate us. Our dinner was very tasty. Although he forgot my vegetable, I waited and caught him at another table to tell him. He served us hastily. ÇF was good, but waiter was so so.",4,1,3
"What can I say, Naked Chocolate Cafe is delish! I was in need of cupcakes for a birthday party recently and not sure where to acquire them. I visited Yelp! and found tons of rave reviews of this place. Everyone was right on. A word to the wise: don't show up on a Saturday morning and order a dozen cupcakes unless you're ready for the snarky guy behind the counter to inform you that bulk orders need to be made 24 hours in advance. Would you believe this happened to me? Fortunately he was able to fill the order and my fellow party-goers were quite happy.",4,1,3
"Me: ""Where's your favorite place to eat here?"" Philly Native: ""Have you had a cheesesteak yet?"" Me: ""(Sigh) I had Pat's and Geno's. Wasn't impressed."" Philly Native: ""Oh, you gotta have Jim's."" Me: ""Okay."" [Cut to me sitting across from my friend at Jim's.] Philly Native: ""Isn't this better?"" Me: (Lying, so as not to hurt his feelings.) ""Oh yeah."" Sorry, Philly cheesesteaks. After three strikes, yer out.",2,5,3
"Not sure why this place gets such rave reviews or always has such an extensive wait (constantly crowding the sidewalk). Service has always been fine (I've only been at ""off-peak"" weekday hours with no wait). Food is mediocre - at best. There are plenty of other places in the neighborhood to get a great brunch without the wait.",2,5,3
"I sit in my car on a Fairmount side street. I was worried about parking, but found an ok place near 27th st. I hadnt gone bar hopping in decades, frankly, even when I was young and pretty, I didnt really do it all that much. But here i was today. I was to meet a few friends to check out a few of the local bars. I took my cellphone, car keys, and grabbed my Costanza-like wallet. "" Do I really need this? "" I thought I decided to just take my money and credit card, and that I probably wouldnt need my Acme card for this. I lingered over my license, wondering if I would need it. I chuckled to myself. Ive been going grey since 19. In pictures I often look older than my dad. Even with a little help from JFM (Just for Men) I NEVER get carded. So in the first of what would be a series of bad decisions over the night, I left my ID in the car. North Star wasnt the first bar we hit that night, but we werent drunk when we got there. It looked like a cool place from the outside. A couple of tricked out Harleys stood out front. I wondered what kind of crowd was in there and if they would see my flame colored hawaiian shirt as a cry for help. A large intimidatig black man was leaning on a mailbox, talking animatedly on a Bluetooth. His bass-like voice filled the quiet street. I was not savy enough to realize that this was a bouncer. We dont have bouncers in the Burbs. We went to walk in. "" Excuse me Gentlemen! Can I see your ID?"" he bellowed He couldnt mean me. My friends showed their IDs and began to walk in. I was realizing that I had made a huge mistake by not bringing ID "" Hey guys!"" I mumbled, "" I dont have my ID"" The bouncer still stood there but was back into his phone conversation. one of my friends turned around and told me to come anyway, as he couldnt have meant for my old ass to show ID. I began to walk in until I felt a hand on my shoulder. "" Hey!"" , he said sharply, "" were you just going to go in and ignore me!"" My mind raced. Was I going to get my ass kicked? Was I going to run away? Was I going to make a smart-ass comment that would increse my chances of getting my ass kicked? I optioned for being apologetic.I realized that this guy knew i was of age but it was his territory and he ruled over it. I also realized that he wanted to F* with me. He admonished me, told me to bring my ID next time and told me I could go in. Inside, it looked like a really cool dive bar. We stayed in the front bar. Apparently there is a back bar with a stage for live music. There was a concert going on but we werent interested, and to avoid paying a cover, we opted to stay in the front. We got a table with extremely uncomfortable stools. The crowd was diverse, the good , the bad and the tattooed. I guess the band playing dictates the crowd, a lot of black clothing alot of tattoos. My friend bought me a beer to make up for almost getting me killed by the bouncer, so I didnt deal with the bartender. They looked the part, and i noticed there was a computer with Youtube on it behind the bar. I wondered the signifigance of that. I had a Guiness to clear the pallate after the Belgian beers we had earlier. I was hungry, and I heard that the burgers were good here. There was a chalkboard advertizing an Olympic Burger, which was basically a souped up cheeseburger served with onion rings instead of fries. (get it! ? Olympic rings) I wanted it. Plus I heard somewhere to always try the special when you go to a new place and may not go again. We called a waitress over and I adored her from the moment she tripped over my friend's bodybag-like backpack. She was cute and friendly and even though she was really busy, gave us her time and didnt rush away. It was loud in there but not so loud that we couldnt have a conversation. Plus , we could hear the music from the concert without having to pay. Suckers! I didnt get the same vibe as in Bridgids, about interacting with other patrons. Everyone basically stayed in their own group. My burger was fantastic. Ill have to go back sometime when i hadnt had 4 beers so i can really enjoy it. The waitress checked on us often. This is not something im used to in the burb bars that are often less busy.It was time to go. As we walked out I passed my friend, the bouncer. He shouted in my direction, "" Whats the score!?"" I stopped. He said the same thing 2 more times. It wouldnt be wise to ignore him again , but what score? Phillies? Eagles? Me vs Him ( hes winning 1-0) I turned and said, ""which score?"" He looked at me like an idiot. Of course. the Bluetooth again, i HATE those things. He wasnt talking to me. Why does every outing end with me looking like an ass. Overall I gave it 4stars. I didnt really take any points off for either Bouncer incident, as it was mostly my fault and he was just doing his job. It was a cool place with good food and good service.",4,1,3
I am a regular. I love this place. I am very close to making another choice. The food has gone way down in the past couple of months. Even the go tos food classic like wings taste off. A lot of food taste frozen. A lot of burgers and fries are inconsistent. It is is breaking my heart. The owner has been observed yelling at this staff one too many times. It is so uncomfortable. The staff is the MAIN reason why we (and many) others come. I am worried...I hope that this gets their attention to bring in quality ingredients and cooks ASAP!,2,5,3
The meat is complete and juicy. You have the options of cheeses and if you want to be disrespectful and go non traditional they got options as well. The parking is a bust but does not deter us from the specialty food!,4,1,3
"The food was okay, but the service is terrible. The waiter took 15 minutes till he asked us what we wanted to order even though we were the only customers present, forgot the order after three seconds, and took our plates away before we finished our food.",4,1,3
I invariably get pad thai at every thai place I go. I just love it when it is good. This was one of the more disappointing ones I've had in the city.,2,5,3
"2 beers + 1 sardine* order = $7.66 No my math is not wrong and no I am not crazy. You are crazy! Crazy for not going to ASB's happy hour every day (M-F 4-6, Sa & Su 11-1). Half priced cans. Half priced selection of food. Ahhhmazing. *If you are like me, you think sardines are teeny teeny tiny. You are wrong. ASB is the land of huge sardines. No, not like tuna fish huge, but like sardines on steroids huge. Who knew???",4,1,3
"After reading some reviews on here about service, I'm wondering how many went through a delivery service site like GrubHub or Seamless. I placed an order tonight through Seamless, and THEY were the ones who messed up. Before I even received a confirmation from Seamless, I received a call from Manny's telling me that they were out a veal parm and asked if chicken would be fine. After that call, I received my confirmation email from Seamless. Seven minutes later, I received another from Seamless telling me that my order was NOT confirmed and that they are refunding my order. I called Manny's back, and, sure enough, my order was about to leave the door. I called Seamless to let them know that everything was fine, and they had to call Manny's AGAIN for a confirmation, which they promptly received. When my order arrived (extremely promptly, by the way), I gave the delivery person an extra tip as an apology for the Seamless confusion. I'm now eating my dinner, and it's wonderful. Great chicken parm grinder and Old Bay fries. Next time I place an order from Manny's, I'm calling them directly!",4,1,3
Still the best place to get a great hoagie for a great price. I live about a 15 min drive from this place an i dont like driving but will take the drive to get their hoagies. The place is often packed if you go between 11-2 an between 5-7. Even on the off hours this place may or may not be packed its the luck of the draw. Today i got lucky no one in front of me however as i ordered my hoagies 5 people came in right behind me. The only caveat is the parking. It is smack in the corner across from a fire station an a few local hotspot bars on a busy street. I went to a deli that i never been to on a trip to shore with a few friends. The hoagie there was bland roll was hard an at $ 6 bucks. The next day i bought Major hoagies an everyone was shocked especially when i said it was only 3.75. What i like about this place if i say Light Mayo its light mayo other places you order your hoagie with light Mayo an still smack a bunch on. . I had about 30 hoagies from this place in the past 4 years an never had a bad one. One word do not attempt to park illegally. The A-Holes parking authority frequently prowl this area like a lion prowls a wounded Antelope.,4,1,3
"Two of us wandering Main Street Manayunk thinking about food are greeted effusively by Zesty's hostess. Clearly this was to be the place. We took outdoor seating as it was reasonably cool for a summer's evening. The Hostess explained the menu and took drink orders. I had the house Merlot. Not bad for a bottom of the price range house wine. My wife had Spanikopita and I had the Ravioli Verde. Served promptly and tasted great. The owner or manager came by several times during our meal and the waiter, Shahab, checked the water, wine, etc. frequently but not obtrusively. There are quite a few things on the menu we'd like to check out so we will be back.",5,2,3
"Elevated vegetarian food! Complex flavors! Highly recommend! The meatballs had notes of harissa almost, not bland at all! The nachos were light and the vegan cheese was delightful! Really impressed with such a creative and flavorful menu! Not sure why the appetizer prices are the same as the entrees. Our waiter was a white male, forgot his name but he seemed frustrated when we couldn't decide on the menu. The menu on their website does not match the menu they have the QR code which threw us off. He literally rolled his eyes when my friend needed a couple of more minutes. Went on 1/12/22 for dinner.",5,2,3
Super grateful to have a place like this in fairmount! By the vast demand and lines out the door you can tell that it has been ovedue. The coffee that I got had spoiled milk. It is not the first time I have ordered a coffee with spoiled milk and I recognize it can happen but when I sent it back and asked for a new one the barrista told me that the milk was definitley not spoiled. Okay....I guess. He begrudgingly gave me a new coffee and I put the milk in myself from where the help yourself things were and round two (without the spoiled milk) was better. It has a nice serene atmosphere and is a nice addition to the neighborhood.,4,1,3
"Lone salesman looking to eat. Sat at the bar was served promptly, beer was cold and fairly priced. Ordered the salmon, which can be risky-usually comes out dry. Bar Amis cooked it perfectly. Well done!",5,2,3
Simple saying here -- the bread of their format tasted real good and won't be spoiled for at least 24 hours in brown bag. Enjoyable edible. Nothing fancier than that and have not tried to eat inside yet. Stay turned!,4,1,3
"While the atmosphere was good and the staff accommodating at first for a large party, the manager quickly realized that having an additional 20 people fill his otherwise sparsely filled bar was too much for him to handle at midnight on a Saturday. Once 1am tolled he quickly stood on a stool and shouted ""leave!"" gesticulating towards the exit. I don't plan on going back.",1,4,3
"YES: -Happy hour. They have a killer happy hour. Get the buns, the curds, the cranberry mule. Set. -Cheese curds. They deserve their own bullet. Seriously, I don't know how they managed to pull off such a fantastic menu item. -Dessert. Whiskey bourbon bread pudding is delicious. Need to try that funetti cake. -Cocktails. They seem to have the mixing game down. -Bathrooms. Super cute and private stalls. There's only three unisex stalls, however, so you may need to wait. -Tiki bar. Bring it back! Such a lovely reprieve from the winter. From what the host said prior to its December closing, the owners are considering re-opening it each winter as a seasonal pop-up. I really hope they do! It was adorable and so welcoming. -Bar seats. So cute, retro and comfy! NO: -Beer. Do not bother. My requested $7 brown ale was a grand cru. I pointed it out and the server told me I was wrong. I was actually not wrong. Small pour too. -Fried chicken. I don't understand. The chicken was dry and boring. The bun was dry and boring. How do all the critics love this dry and boring plate? Or did I just get a poor plate courtesy of Restaurant Week? -High tops behind the bar. I made a RW res at the beginning of January, so when we were pointed to the first high top in front of the door, I requested a different table. Hostess replied by staring at me without using words. I then said, ""Um, can we have this one then?"" (Aka the high-top one back). She hesitantly said okay, but it didn't matter anyway. As a chronically cold person, I froze the whole meal. And the seat was painful. VERDICT: No to Restaurant Week. Yes to Happy Hour. I'd gladly go back and eat/drink their entire HH menu whenever possible. If I did go back for a full meal, I'd request a table in the dining area away from the door. And order a cocktail. Lesson learned.",4,1,3
Service was really nice especially during these hard times and was hard to order and pay.,5,2,3
